"","Sponsor.Name","Site.Name","AgrNbr","SiteNbr","Program.Type","County","Street.Address","Addr2","City","State","Zip.Code","Opr.Oct","Opr.Nov","Opr.Dec","Opr.Jan","Opr.Feb","Opr.Mar","Opr.Apr","Opr.May","Opr.Jun","Opr.Jul","Opr.Aug","Opr.Sep","Breakfast","Brk.Mon","Brk.Tue","Brk.Wed","Brk.Thu","Brk.Fri","Brk.Sat","Brk.Sun","AM.Snack","Ams.Mon","Ams.Tue","Ams.Wed","Ams.Thu","Ams.Fri","Ams.Sat","Ams.Sun","Lunch","Lun.Mon","Lun.Tue","Lun.Wed","Lun.Thu","Lun.Fri","Lun.Sat","Lun.Sun","PM.Snack","Pms.Mon","Pms.Tue","Pms.Wed","Pms.Thu","Pms.Fri","Pms.Sat","Pms.Sun","Supper","Sup.Mon","Sup.Tue","Sup.Wed","Sup.Thu","Sup.Fri","Sup.Sat","Sup.Sun","Evening.Snack","Eve.Mon","Eve.Tue","Eve.Wed","Eve.Thu","Eve.Fri","Eve.Sat","Eve.Sun","Qualifying.Area.School","QAS.SiteNbr","QAS..F.RP"
"206","Myrtle Point SD 41","Myrtle Point High","0613002",10366,"After School At Risk Meals and Snacks Center","Coos County","Myrtle Point Sr High","717 4th St","Myrtle Point","OR","97458",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Myrtle Point High",10366,"69.4%"
"209","Neah-Kah-Nie SD 56","Neah-Kah-Nie Middle School","2914001",14214,"After School At Risk Meals and Snacks Center","Tillamook County","25111 Highway 101 North","","Rockaway Beach","OR","97136",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Neah-Kah-Nie Middle School",14214,"53.4%"
"123","Forest Grove SD 15","Neil Armstrong Middle","3406001",11232,"After School At Risk Meals and Snacks Center","Washington County","1777 Mountain View Lane","","Forest Grove","OR","97116",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Neil Armstrong Middle",11232,"59.6%"
"412","Woodburn SD 103","Nelie Muir Elem","2423006",10912,"After School At Risk Meals and Snacks Center","Marion County","1800 W Hayes St","","Woodburn","OR","97071",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Nelie Muir Elem",10912,"78.0%"
"216","North Clackamas SD 12","New Urban High School","0314001",13196,"After School At Risk Meals and Snacks Center","Clackamas County","1901 SE Oak Grove Blvd.","","Milawukie","OR","97267",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"New Urban High School",13196,"65.3%"
"171","Lincoln Co SD","Newport Intermediate School","2112001",10722,"After School At Risk Meals and Snacks Center","Lincoln County","825 NE 7th Street","","Newport","OR","97365",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Newport Intermediate School",10722,"59.6%"
"172","Lincoln Co SD","NHS/NPA - Aspire Center","2112001",15248,"After School At Risk Meals and Snacks Center","Lincoln County","322 Eads Street","","Newport","OR","97365",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Newport High",10717,"51.5%"
"211","Noahs Ark Early Learning Center","Noahs Ark Early Learning Center","1514001",15165,"After School At Risk Meals and Snacks Center","Jackson County","305 Oak Street","","Central Point","OR","97502",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jewett Elementary",11627,"69.5%"
"214","North Bend SD 13","North Bend Sr High","0614001",10374,"After School At Risk Meals and Snacks Center","Coos County","2323 Pacific","","North Bend","OR","97459",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Hillcrest Elem",10377,"58.3%"
"345","Salem-Keizer SD - At Risk","North High","2419020",14840,"After School At Risk Meals and Snacks Center","Marion County","765 14th St. NE","","Salem","OR","97301",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"North Salem High",10838,"82.3%"
"413","Woodburn SD 103","Nuevo Amanecer","2423006",14125,"After School At Risk Meals and Snacks Center","Marion County","1274 5th Street","","Woodburn","OR","97071",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"French Prairie Middle",10908,"78.2%"
"226","Nyssa SD 26","Nyssa Elem","2314001",10800,"After School At Risk Meals and Snacks Center","Malheur County","809 Bower Avenue","","Nyssa","OR","97913",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nyssa Elem",10800,"75.9%"
"227","Nyssa SD 26","Nyssa High","2314001",10798,"After School At Risk Meals and Snacks Center","Malheur County","810 Adrian Blvd","","Nyssa","OR","97913",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nyssa High",10798,"57.6%"
"228","Nyssa SD 26","Nyssa Main Cafeteria","2314001",14320,"After School At Risk Meals and Snacks Center","Malheur County","804 Adrian Blvd.","","Nyssa","OR","97913",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Nyssa Elem",10800,"75.9%"
"229","Nyssa SD 26","Nyssa Middle","2314001",10799,"After School At Risk Meals and Snacks Center","Malheur County","101 S 11th St","","Nyssa","OR","97913",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nyssa Elem",10800,"75.9%"
"191","Medford SD 549","Oak Grove","1513001",10507,"After School At Risk Meals and Snacks Center","Jackson County","2838 W. Main Street","","Medford","OR","97501",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Oak Grove",10507,"86.9%"
"86","Dallas SD","Oakdale Heights Elementary","2704001",10069,"After School At Risk Meals and Snacks Center","Polk County","1375 SW Maple","","Dallas","OR","97338",1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Oakdale Heights Elementary",10069,"58.2%"
"157","Junction City SD 69","Oaklea Middle","2010001",10658,"After School At Risk Meals and Snacks Center","Lane County","1515 Rose Street","","Junction City","OR","97448",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Laurel Elem",10659,"60.4%"
"230","Oakridge SD 76","Oakridge High School","2015001",13799,"After School At Risk Meals and Snacks Center","Lane County","47997 W First Street","","Oakridge","OR","97463",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Oakridge High School",13799,"78.3%"
"283","Redmond SD 2J","Obsidian Middle","0918002",10394,"After School At Risk Meals and Snacks Center","Deschutes County","1335 SW Obsidian","","Redmond","OR","97756",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"M A Lynch Elem",10397,"69.0%"
"346","Salem-Keizer SD - At Risk","Open Door","2419020",14273,"After School At Risk Meals and Snacks Center","Marion County","4455 Silverton Rd. NE","","Salem","OR","97305",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Chavez Elementary",15153,"53.0%"
"242","Phoenix-Talent SD","Orchard Hill Elem","1516001",10515,"After School At Risk Meals and Snacks Center","Jackson County","1011  La Loma","","Medford","OR","97504",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Orchard Hill Elem",10515,"69.4%"
"9","Beaverton SD 48J","PALS","3402002",13303,"After School At Risk Meals and Snacks Center","Washington County","12500 SW Allen Blvd.","","Beaverton","OR","97008",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Fir Grove Elem",11212,"54.8%"
"149","Hood River SD","Parkdale Elementary","1408001",10114,"After School At Risk Meals and Snacks Center","Hood River County","4880 Van Nuys Dr","","Parkdale","OR","97041",1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Parkdale Elementary",10114,"74.2%"
"54","Centennial SD 28J","Parklane Elem","2603006",10930,"After School At Risk Meals and Snacks Center","Multnomah County","15811 SE Main","","Portland","OR","97233",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Parklane Elem",10930,"85.9%"
"347","Salem-Keizer SD - At Risk","Parrish Middle AR Site","2419020",13987,"After School At Risk Meals and Snacks Center","Marion County","802 Capitol St NE","","Salem","OR","97301",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Parrish Middle",10845,"76.5%"
"161","Klamath Falls SD - At Risk","Pelican Elementary","1811012",15329,"After School At Risk Meals and Snacks Center","Klamath County","501 McLean Street","","Klamath Falls","OR","97601",0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Pelican Elementary",10127,"75.7%"
"268","Portland SD","Peninsula Elementary","2616011",11044,"After School At Risk Meals and Snacks Center","Multnomah County","8125 N Emerald","","Portland","OR","97217",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Peninsula Elementary",11044,"69.4%"
"131","Greater Albany SD 8J","Periwinkle Elemenetary School","2207001",10750,"After School At Risk Meals and Snacks Center","Linn County","2196 21st Ave SE","","Albany","OR","97322",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Periwinkle Elemenetary School",10750,"51.7%"
"80","Corvallis SD 509J","Philomath Youth Activity Club (PYAC)","0203003",15073,"After School At Risk Meals and Snacks Center","Benton County","421 South 19th St.","","Philomath","OR","97370",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clemens Primary",12530,"49.4%"
"243","Phoenix-Talent SD","Phoenix Elem","1516001",10516,"After School At Risk Meals and Snacks Center","Jackson County","215 North Rose","","Phoenix","OR","97535",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Phoenix Elem",10516,"81.0%"
"244","Phoenix-Talent SD","Phoenix High","1516001",10513,"After School At Risk Meals and Snacks Center","Jackson County","745 North Rose St","","Phoenix","OR","97535",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Phoenix High",10513,"57.8%"
"23","Bend/LaPine SD","Pilot Butte Middle School","0902001",10034,"After School At Risk Meals and Snacks Center","Deschutes County","1501 NE Neff Road","","Bend","OR","97701",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Pilot Butte Middle School",10034,"68.7%"
"24","Bend/LaPine SD","Pine Ridge Elem","0902001",13175,"After School At Risk Meals and Snacks Center","Deschutes County","19840 Hollygrape Street","","Bend","OR","97702",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Pine Ridge Elem",13175,"46.3%"
"167","Lebanon Community SD 9","Pioneer School","2212001",13031,"After School At Risk Meals and Snacks Center","Linn County","500 N. 5th St","","Lebanon","OR","97355",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Pioneer School",13031,"73.1%"
"110","Eugene Family YMCA","Plum Tree","2005004",11824,"After School At Risk Meals and Snacks Center","Lane County","950 W 22nd Ave","","Eugene","OR","97405",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adams Elem",10614,"36.1%"
"111","Eugene Family YMCA","Plum Tree","2005004",11824,"Outside School Hours Center","Lane County","950 W 22nd Ave","","Eugene","OR","97405",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,""
"162","Klamath Falls SD - At Risk","Ponderosa MS","1811012",15330,"After School At Risk Meals and Snacks Center","Klamath County","2554 Main Street","","Klamath Falls","OR","97601",0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Ponderosa Jr High",10123,"75.4%"
"29","Bethel SD At-Risk","Prairie Mountain School","2002006",15350,"After School At Risk Meals and Snacks Center","Lane County","3505 Royal Ave","","Eugene","OR","97402",0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Prairie Mountain School",12984,"63.5%"
"234","Parkrose SD 3","Prescott Elem","2616002",10967,"After School At Risk Meals and Snacks Center","Multnomah County","10410 NE Prescott St","","Portland","OR","97220",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Prescott Elem",10967,"82.6%"
"348","Salem-Keizer SD - At Risk","Pringle Elementary","2419020",15203,"After School At Risk Meals and Snacks Center","Marion County","5500 Reed Lane SE","","Salem","OR","97306",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Leslie Middle",10844,"66.8%"
"278","PSU Upward Bound","PSU Upward Bound / Project PLUS","2616018",13871,"After School At Risk Meals and Snacks Center","Multnomah County","633 SW Montgomery Street","Rm 102","Portland","OR","97201",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jefferson High",10975,"73.8%"
"289","Reedsport SD 105","Reedsport Community Charter School","1018001",10424,"After School At Risk Meals and Snacks Center","Douglas County","2260 Longwood Dr","","Reedsport","OR","97467",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Reedsport Community Charter School",10424,"66.9%"
"296","Reynolds SD 7","Reynolds Middle","2618002",11075,"After School At Risk Meals and Snacks Center","Multnomah County","1200 NE 201 st","","Fairview","OR","97024",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Reynolds Middle",11075,"84.1%"
"349","Salem-Keizer SD - At Risk","Richmond Elementary AR Site","2419020",13891,"After School At Risk Meals and Snacks Center","Marion County","466 Richmond Ave SE","","Salem","OR","97301",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Richmond Elem",10880,"70.7%"
"380","Springfield SD 19","Ridgeview Elem","2019007",10710,"After School At Risk Meals and Snacks Center","Lane County","526 66th Street","","Springfield","OR","97477",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Ridgeview Elem",10710,"57.7%"
"269","Portland SD","Rigler Elem","2616011",11047,"After School At Risk Meals and Snacks Center","Multnomah County","5401 NE Prescott St","","Portland","OR","97218",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Rigler Elem",11047,"86.6%"
"119","Eugene SD 4J","River Road Elem","2005005",10631,"After School At Risk Meals and Snacks Center","Lane County","120 W Hilliard Ln","","Eugene","OR","97404",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"River Road Elem",10631,"63.3%"
"298","River Road Park and Rec. District","River Road Park","2018004",13051,"After School At Risk Meals and Snacks Center","Lane County","1400 Lake Dr","","Eugene","OR","97404",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Howard Elem",10627,"72.3%"
"381","Springfield SD 19","Riverbend Elem","2019007",10711,"After School At Risk Meals and Snacks Center","Lane County","320 51st Street","","Springfield","OR","97477",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Riverbend Elem",10711,"83.8%"
"202","Morrow Co SD","Riverside High","2513001",10916,"After School At Risk Meals and Snacks Center","Morrow County","210 Boardman Ave","","Boardman","OR","97818",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Riverside High",10916,"76.4%"
"98","David Douglas SD 40 - At Risk","Ron Russell","2604007",14819,"After School At Risk Meals and Snacks Center","Multnomah County","3955 SE 112","","Portland","OR","97266",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Ron Russell Middle School",13660,"87.9%"
"192","Medford SD 549","Roosevelt Elem","1513001",10508,"After School At Risk Meals and Snacks Center","Jackson County","1212 Queen Anne Road","","Medford","OR","97501",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Roosevelt Elem",10508,"88.0%"
"270","Portland SD","Roosevelt High","2616011",10980,"After School At Risk Meals and Snacks Center","Multnomah County","6941 N Central St","","Portland","OR","97203",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Roosevelt High",10980,"72.8%"
"271","Portland SD","Rosa Parks Elem","2616011",13804,"After School At Risk Meals and Snacks Center","Multnomah County","8960 N Woolsey Ave","","Portland","OR","97203",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Rosa Parks Elem",13804,"94.5%"
"44","Boys & Girls Clubs of the Umpqua Valley","Roseburg Club Location","1002001",12982,"After School At Risk Meals and Snacks Center","Douglas County","1144 NE Cedar","","Roseburg","OR","97470",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Fir Grove Elem",10433,"85.9%"
"404","Vermont Hills Family Life Center","Rosedale","2622001",14724,"After School At Risk Meals and Snacks Center","Washington County","3901 SW 229th AVe","","Hillsboro","OR","97123",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rosedale Elementary School",14530,"57.3%"
"217","North Clackamas SD 12","Rowe Middle","0314001",10246,"After School At Risk Meals and Snacks Center","Clackamas County","3606 SE Lake Road","","Milwaukie","OR","97222",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Rowe Middle",10246,"70.7%"
"235","Parkrose SD 3","Russell Academy","2616002",13604,"After School At Risk Meals and Snacks Center","Multnomah County","2700 NE 127th Ave","","Portland","OR","97230",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"Russell Academy",13604,"65.3%"
"240","Peninsula Children's Center","Sabin School Age","2616005",13467,"After School At Risk Meals and Snacks Center","Multnomah County","4013 NE 18th","","Portland","OR","97212",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sabin Elem",11049,"32.2%"
"241","Peninsula Children's Center","Sabin School Age","2616005",13467,"Outside School Hours Center","Multnomah County","4013 NE 18th","","Portland","OR","97212",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",NA,""
"236","Parkrose SD 3","Sacramento Elem","2616002",10969,"After School At Risk Meals and Snacks Center","Multnomah County","11410 NE Sacramento St","","Portland","OR","97220",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"Sacramento Elem",10969,"71.6%"
